Title,IMDb Rating,Year,Certificates,Genre,Director,Star Cast,MetaScore,Poster-src,Duration (minutes)
Friend,7.0,2009,Not Rated,Drama,Satabdi Roy,Tapas PalSatabdi RoySoumitra Chatterjee,66.0,"https://m.media-amazon.com/images/M/MV5BMTViYTI3MTUtMzM4ZS00MzYzLWFhN2YtYTQxODdlMjA3ZWI4XkEyXkFqcGdeQXVyNzMwODE5MTc@._V1_QL75_UX190_CR0,2,190,281_.jpg",155.0
El sol,6.3,2009,R,Animation,Ayar Blasco,Jorge SesánDivina GloriaSofía Gala Castiglione,66.0,"https://m.media-amazon.com/images/M/MV5BNjgxZDVmMzQtM2E2MS00M2U2LWIwNWItYTc4ODViMTA0YmM0XkEyXkFqcGdeQXVyMjY4MzQzNDk@._V1_QL75_UY281_CR4,0,190,281_.jpg",116.3
De apparatspott,7.0,1999,R,Sci-Fi,Martin Hermann,Thomas BaierUdo BurmeisterHansjuergen Hespos,66.0,"https://m.media-amazon.com/images/M/MV5BYzNkY2ZiMTUtZGE3Zi00NTdkLWJmMzgtYjBhOGNkZDRhMzQ2XkEyXkFqcGdeQXVyNzUwMTY4MjQ@._V1_QL75_UY281_CR11,0,190,281_.jpg",116.3
Entropy,6.1,2017,R,Drama,Gabriel Anderson,Nicole HarbeckAnny Elizabeth RosarioAnthony George,66.0,"https://m.media-amazon.com/images/M/MV5BZDk1NDU4NzYtNTRiNC00OWUzLTk5NjgtMjljNWU1ZTBjYzAzXkEyXkFqcGdeQXVyMTYyMDQ1Mg@@._V1_QL75_UY281_CR1,0,190,281_.jpg",116.3
Sustainable Life with Unlimited Transformations,6.5,2021,R,Horror,Brian Vadim,Jamie Marie HanniganBrian VadimRj Vadim,66.0,"https://m.media-amazon.com/images/M/MV5BZTI4OTI2ZWEtZjA1ZC00ZTFkLWI5YzgtY2ZmNDU4MTNhYWUzXkEyXkFqcGdeQXVyMjU0OTI0Mjc@._V1_QL75_UY281_CR11,0,190,281_.jpg",116.3
El rayo desintegrador,6.7,1966,R,Adventure,Pascual Cervera,José E. ArangurenPascual Cervera,66.0,"https://m.media-amazon.com/images/M/MV5BNWU2ZTFiNTUtYTBiZC00OTBkLWEwNTItNDlkMWU3MTNjNDM4XkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_QL75_UY281_CR2,0,190,281_.jpg",116.3
Star Wait,6.4,2005,R,Comedy,Mike Rotman,Art DouglasMatthew C. EganPeter Genovese,66.0,"https://m.media-amazon.com/images/M/MV5BMzFmYWU1YWItNWZjMy00NDg1LWFjOTItNTE3ZTAwYTUwNWFmL2ltYWdlXkEyXkFqcGdeQXVyNDQzNDY5Ng@@._V1_QL75_UY281_CR5,0,190,281_.jpg",116.3
Electric Nostalgia,6.5,2016,R,Drama,Jacob Leighton Burns,Lauren AnallaJosh BonzieCait Brasel,66.0,"https://m.media-amazon.com/images/M/MV5BMjIzMDA3Nzg5N15BMl5BanBnXkFtZTgwMDg4Mzc3NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3
The Mind Machine,7.2,2013,Not Rated,Animation,Joseph Herman,Joseph Herman,66.0,"https://m.media-amazon.com/images/M/MV5BZGE2ZmJkYjMtNGY1Yi00Y2JiLTljMjgtOTA0MGEzMWFjNWI4XkEyXkFqcGdeQXVyMzQzNjE4ODk@._V1_QL75_UX190_CR0,2,190,281_.jpg",60.0
Virtual Vendetta,7.4,2019,R,Sci-Fi,Nick Sapwell,Nick Sapwell,66.0,"https://m.media-amazon.com/images/M/MV5BNjEwYjFkOTEtNDkxNy00Y2JkLThiMzUtZmRmOTE3MzQ0OGZhXkEyXkFqcGdeQXVyOTgxMzIxNTc@._V1_QL75_UY281_CR5,0,190,281_.jpg",116.3
Reminiscentia,7.5,2016,R,Drama,Masaki Inoue,Julia AsadovaIgor BondarenkoAnton Fomichev,66.0,"https://m.media-amazon.com/images/M/MV5BYjM4NzZjZjMtZmZlOS00NTEzLWIxYjMtNTJhZmExZWFkYjA3XkEyXkFqcGdeQXVyNzQ4Mzg3NjY@._V1_QL75_UY281_CR5,0,190,281_.jpg",116.3
A Breath of Air,5.3,1983,R,Drama,Bozo Sprajc,Draga PotocnjakIvo BanMilena Zupancic,66.0,"https://m.media-amazon.com/images/M/MV5BZDVhNmJjMjYtZmRjZC00MjdjLTkyZmEtNjRmNTA5NDc0MmJkXkEyXkFqcGdeQXVyMjM5NDM1MTE@._V1_QL75_UY281_CR155,0,190,281_.jpg",116.3
Quiqueck & Hämat: Proll Out,7.3,2013,R,Animation,Thomas Zeug,Thomas ZeugSantiago ZiesmerSven Matthias,66.0,"https://m.media-amazon.com/images/M/MV5BZDBkNDRiYmEtZjc0YS00ZjQ3LWFmNjUtMDFhYWUzM2Q5N2NhXkEyXkFqcGdeQXVyNjM1ODYxNjc@._V1_QL75_UX190_CR0,2,190,281_.jpg",116.3
The Ache,8.3,2009,R,Drama,Keith Lock,Gerry MendicinoJeff SinasacLorry Ayers,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3
Disaster Playground,6.4,2015,Not Rated,Documentary,Ben Hayoun- Stépanian,Ben Hayoun- StépanianDavid MorrisonJohn W. Boyd,66.0,"https://m.media-amazon.com/images/M/MV5BMjM4NjI1MzE5MF5BMl5BanBnXkFtZTgwOTYwNDQyNDE@._V1_QL75_UY281_CR5,0,190,281_.jpg",67.0
Deadfall: Ground Zero,5.5,2018,R,Action,Remy St. Paul,Lien Mya Nguyen OostChance GibbsLorraine Eubank,66.0,"https://m.media-amazon.com/images/M/MV5BNTU2YTY1YzktMjk4NS00NTQ2LWIzOWEtNmNhNDExMTM2Zjc3XkEyXkFqcGdeQXVyMTIxMzA5MDI@._V1_QL75_UX190_CR0,2,190,281_.jpg",116.3
Split,6.0,1974,R,Drama,Roger Lambert,Mark DraiseySteve ReaderMadeline Aitken,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3
Zoe's Security Service,7.7,2017,R,Sci-Fi,László Mohácsi,Emma BellamyNikki WaterhouseTristan McKinnon,66.0,"https://m.media-amazon.com/images/M/MV5BYTJkMDMwNWQtNzYxNy00MWIyLTkwOGItNTUyM2YwNDFmNjUzXkEyXkFqcGdeQXVyNDAxMjgyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3
"Homunculus, 6. Teil - Das Ende des Homunculus",6.7,1917,R,Drama,Otto Rippert,Olaf FønssFriedrich KühneMechthildis Thein,66.0,"https://m.media-amazon.com/images/M/MV5BZDQwOGEzNjItYWUyZi00NTI0LWFjZTQtODlmNjczYjIyYWEyXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_QL75_UY281_CR10,0,190,281_.jpg",116.3
Statical Planets,7.5,1997,R,Comedy,Joel Hodgson,Morwenna BanksMelissa SamuelsNick Bakay,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3
Walkin' on Sunshine: The Movie,6.0,1997,R,Comedy,Misty Bell,Mike GreenholtAustin McKinleyAngela DiMeglio,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3
Daeng Chiliwa Sang Light,5.5,1990,R,Sci-Fi,Sun-deok Bang,Daniel RadcliffeEmma WatsonRupert Grint,66.0,"https://m.media-amazon.com/images/M/MV5BY2I4MWVmNmYtYjYyZS00OGY3LWIxOTctNWE4YTAxMDc2ZGMyXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UY281_CR5,0,190,281_.jpg",116.3
Stone Seeker,6.0,2018,R,Sci-Fi,Neil Damman,Jon-Paul GatesQuentin JonesJoe Rainbow,66.0,"https://m.media-amazon.com/images/M/MV5BYjhjNWEzMWItNWUxYy00NGI3LWIyMGUtMDNlZjZjYmIxM2Q0XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_QL75_UY281_CR11,0,190,281_.jpg",116.3
Szemrebbenés,7.6,2015,R,Action,Kristóf Süll,Harmath BenjáminPuka KárolyRóna Áron,66.0,"https://m.media-amazon.com/images/M/MV5BMTg3NTM0OTk5N15BMl5BanBnXkFtZTgwNjM3NzgyNzE@._V1_QL75_UY281_CR155,0,190,281_.jpg",116.3
Nano-Babies,8.1,1998,R,Documentary,Jürg Hassler,Daniel RadcliffeEmma WatsonRupert Grint,66.0,"https://m.media-amazon.com/images/M/MV5BYzc1OGViZTctYTg2MS00NmU4LWFmZmEtN2ViZGMwNTAzZTIxXkEyXkFqcGdeQXVyMjE5Mzg1MjA@._V1_QL75_UY281_CR108,0,190,281_.jpg",116.3
"1, 2, 3, Whiteout",6.0,2007,R,Drama,James June Schneider,Lou CastelKarine AdroverNehra Stella,66.0,"https://m.media-amazon.com/images/M/MV5BYmUyMjc1MjctNDVhMi00Y2M4LWIyNzctODVkNWEwMmY5NGExXkEyXkFqcGdeQXVyNzQ4MDM5Nw@@._V1_QL75_UY281_CR5,0,190,281_.jpg",116.3
When Time Becomes a Woman,6.6,2012,R,Drama,Ahmad Alyaseer,Daniel RadcliffeEmma WatsonRupert Grint,66.0,"https://m.media-amazon.com/images/M/MV5BMTU5NjUwNTU0N15BMl5BanBnXkFtZTcwMzU5MDIxOA@@._V1_QL75_UY281_CR0,0,190,281_.jpg",116.3
The Scarf,5.6,2009,R,Adventure,Kyle Lawrence,Penny DesantoLaura GeluchJulian LeBlanc,66.0,"https://m.media-amazon.com/images/M/MV5BMTM5MTI2NTgxOF5BMl5BanBnXkFtZTcwMDE1NDAwNg@@._V1_QL75_UY281_CR4,0,190,281_.jpg",116.3
Seupakeumaen,6.5,1988,R,Action,Kyeong-sik Kim,Hyung-rae ShimLee Hyeong-binYeong-in Kim,66.0,"https://m.media-amazon.com/images/M/MV5BM2QyOTY3ODMtMjI4ZC00ODhiLWI2YzgtMzE4ZjJkMjdhZjE5L2ltYWdlXkEyXkFqcGdeQXVyMzAyNDIwNzY@._V1_QL75_UY281_CR3,0,190,281_.jpg",116.3
Human Core,7.2,2011,R,Reality-TV,Iker Iturria,Jessica AlonsoSergio BernalElton Canga,66.0,"https://m.media-amazon.com/images/M/MV5BOGYxZDgwZjUtOWE4OS00MmUyLWE4ZWEtNDUwOWRlYmM1ZjU4XkEyXkFqcGdeQXVyNzk5OTgxOTk@._V1_QL75_UY281_CR5,0,190,281_.jpg",116.3
3086: Robot Like a Boss,6.8,2012,R,Animation,Mark Holmberg,Daniel RadcliffeEmma WatsonRupert Grint,66.0,"https://m.media-amazon.com/images/M/MV5BMTQwMTQ3NDU4MV5BMl5BanBnXkFtZTcwMzA1NDExOQ@@._V1_QL75_UY281_CR6,0,190,281_.jpg",116.3
Superwizja,5.5,1993,R,Sci-Fi,Robert Glinski,Leonard AndrzejewskiRenata BergerJerzy Binczycki,66.0,"https://m.media-amazon.com/images/M/MV5BOWY3ZTQ5YTUtMmIyZS00MzdjLTg0MTMtZDJiOTI1MGMwY2Y4XkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_QL75_UY281_CR6,0,190,281_.jpg",116.3
Vakuum,6.0,2004,R,Sci-Fi,Thomas Grampp,Thomas GramppMonika KrämerCosima Lange,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3
Meridian,6.1,2002,R,Adventure,Philipp Christopher,Lily LeeLeonardo NamRon Millkie,66.0,"https://m.media-amazon.com/images/M/MV5BMjE2ODA1ODgwN15BMl5BanBnXkFtZTYwODY0Njk5._V1_QL75_UY281_CR4,0,190,281_.jpg",116.3
The Lost Face,6.1,2001,Not Rated,Drama,Emad Beshay,Carson GrantLisa ReginaDaniel Curtin,66.0,"https://m.media-amazon.com/images/M/MV5BMTUyNjI1NjgzNl5BMl5BanBnXkFtZTcwMDk4MjgzMQ@@._V1_QL75_UY281_CR179,0,190,281_.jpg",58.0
Ingénue,6.7,2013,R,Drama,Kate Chaplin,Sarah MooreMelissa ChapmanRaymond Kester,66.0,"https://m.media-amazon.com/images/M/MV5BNDg4ODcwOTY0Nl5BMl5BanBnXkFtZTcwNDEzODkwOQ@@._V1_QL75_UX190_CR0,5,190,281_.jpg",116.3
Some Smoke and a Red Locker,6.7,2019,R,Comedy,Zetkin Yikilmis,André BertelRoland BialkeNadin Charlotte Bickert,66.0,"https://m.media-amazon.com/images/M/MV5BMzU5ZjExNzYtMWQ1NC00ZGExLWE3MTUtZDg2MDQyYWNhODg2XkEyXkFqcGdeQXVyNzk5ODY5Njk@._V1_QL75_UY281_CR11,0,190,281_.jpg",116.3
Run,7.7,2002,R,Sci-Fi,Timothy English,Meghan DickinsonJames KelloggTimothy English,66.0,"https://m.media-amazon.com/images/M/MV5BMTRmZWZhMzEtMDNiMC00ZjBlLWFhNzgtY2EzZmQwOTY4MjJlXkEyXkFqcGdeQXVyNDAyOTY0MDY@._V1_QL75_UY281_CR11,0,190,281_.jpg",116.3
Troubled Rivers,6.3,2012,R,Adventure,Enrique Diego,Alberto MillánNicola RealeJudit Molero,66.0,"https://m.media-amazon.com/images/M/MV5BMTkxNjU0MjAyM15BMl5BanBnXkFtZTcwNTc0MTI2OQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",116.3
El Proyecto Rothstein,8.1,2011,R,Crime,Nuria Kearns,AniezValentina CarloneEnric Cervera,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3
Symbiote,6.4,2015,R,Sci-Fi,Marielle Birks,Marielle BirksSimon BirksRosanna Long,66.0,"https://m.media-amazon.com/images/M/MV5BMjczNjgxNDc1NV5BMl5BanBnXkFtZTgwMzY4Mzc3NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3
Telepathic Telephones,6.7,2014,R,Comedy,Tom Zarzecki,Tom ZarzeckiPaul LiedelCrispin Rosenkranz,66.0,"https://m.media-amazon.com/images/M/MV5BZDRhZGM5NjUtMjBhNS00OWJjLWFkMjktM2NjNDc4MTFkMWY1XkEyXkFqcGdeQXVyNDE0NDEzMDQ@._V1_QL75_UY281_CR13,0,190,281_.jpg",116.3
Mighty Man,6.5,1978,R,Action,Percival Rubens,Daniel RadcliffeEmma WatsonRupert Grint,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3
Ainshutain gâru,6.3,2005,R,Drama,Ataru Oikawa,Rina AkiyamaFujiyamaSeiji Fukushi,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3
e-Virus,5.6,2015,R,Sci-Fi,Ruben Trejo,Christopher BarnesHector DezElizabeth Elise Gonzalez,66.0,"https://m.media-amazon.com/images/M/MV5BNzk2MzgxMzcwNV5BMl5BanBnXkFtZTgwMjc5NzUyNDE@._V1_QL75_UY281_CR4,0,190,281_.jpg",116.3
Dohrnii,7.8,2015,R,Comedy,André Veiby,Joakim Hwan FrydenlundHanna Veiby HemstadMina Julie Kopperud,66.0,"https://m.media-amazon.com/images/M/MV5BMDBjZjIyOGEtODY2YS00YmU5LThhMzEtY2M0NDc2YzNkZmQzXkEyXkFqcGdeQXVyNTYyOTE1ODc@._V1_QL75_UX190_CR0,2,190,281_.jpg",116.3
Orthogenesis,7.5,2005,Not Rated,Sci-Fi,Robert Berg,Joni PierceDanica KneeboneSamara Frame,66.0,"https://m.media-amazon.com/images/M/MV5BMjA2MjExMTUxMF5BMl5BanBnXkFtZTcwMTQwMTIzMQ@@._V1_QL75_UY281_CR15,0,190,281_.jpg",47.0
Anthology of horror 8,7.1,2018,R,Drama,Sergey A.,Sergey A.Alexandr GnatushkoKirill Mieliekiestsev,66.0,"https://m.media-amazon.com/images/M/MV5BNDViYWNlMGYtMDhlYS00YjAxLWJhZjQtZjgxMzUxMThhZDBlXkEyXkFqcGdeQXVyNDcwNDE0Nzk@._V1_QL75_UX190_CR0,2,190,281_.jpg",116.3
Ekspiriens,5.1,2015,R,Drama,Evgeniy Tatarov,Pavel BessonovGalina BokashevskayaVadim Burlakov,66.0,"https://m.media-amazon.com/images/M/MV5BMDVhZGRmODUtMzQyMS00YzUyLTk5ODEtOWFhOTZiZTczZThhXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_QL75_UY281_CR11,0,190,281_.jpg",116.3
Süper Adam,5.1,1971,R,Adventure,Cavit Yürüklü,Levent ÇakirFatma KaranfilSevda Nur,66.0,"https://m.media-amazon.com/images/M/MV5BY2NkMmVjZjAtZjgxOC00NGNlLWI5NjUtMDE2MDUzOTM3YjNjXkEyXkFqcGdeQXVyNzE2MjU3Mzk@._V1_QL75_UY281_CR3,0,190,281_.jpg",116.3
Aliens with Knives,6.6,2018,R,Comedy,Nicole Steeves,Holly StevensBill CorkumMark Palermo,66.0,"https://m.media-amazon.com/images/M/MV5BMDIxZjNmZTQtZTRiOS00NTRlLWE0YmEtZWRlZjE4MzJkNmQ4XkEyXkFqcGdeQXVyMjM2OTQwNTU@._V1_QL75_UY281_CR189,0,190,281_.jpg",116.3
Exodus,7.0,2013,R,Sci-Fi,Mina Radovic,Boris BosilkovAydan ButtMolly Lambert,66.0,"https://m.media-amazon.com/images/M/MV5BOWRmNmQ1MDAtN2QxNS00MmE2LTg0NWUtZmEwNGQ0Nzg5MGJiXkEyXkFqcGdeQXVyMjA3NjcxOTg@._V1_QL75_UY281_CR100,0,190,281_.jpg",116.3
The Challenging Ghost,6.8,1959,R,Action,Shôichi Shimazu,Fumitake ÔmuraYaeko WakamizuMayumi Fujisato,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3
Por Incrível Que Pareça,6.8,1986,R,Comedy,Uberto Molo,Tim RescalaThereza MascarenhasNica Bomfim,66.0,"https://m.media-amazon.com/images/M/MV5BMjY1YzExMjktZjVhYi00YzQ3LWFhMmQtMGNjOTI2MTE2MjllXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UY281_CR5,0,190,281_.jpg",116.3
The Green Conspiracy,6.1,2013,Not Rated,Action,Brett William Mauser,Brett William Mauser,66.0,"https://m.media-amazon.com/images/M/MV5BMjI1MTIzMjE2Nl5BMl5BanBnXkFtZTgwNTc4MzA2MDE@._V1_QL75_UY281_CR11,0,190,281_.jpg",96.0
Steamworld,7.3,2015,R,Adventure,Michael Flowers,Daniel RadcliffeEmma WatsonRupert Grint,66.0,"https://m.media-amazon.com/images/M/MV5BY2NkYTAyYmItMGQ0ZC00YTViLThjYzUtMzkyNzBiOWRmYWMxXkEyXkFqcGdeQXVyODU5ODY0ODc@._V1_QL75_UY281_CR7,0,190,281_.jpg",116.3
Chetvertaya stena,5.4,2020,R,Drama,Anton Galimzyanov,Vyacheslav KulakovUlyana ChzhanKseniya Simonova,66.0,"https://m.media-amazon.com/images/M/MV5BODkyMzg3YmItM2VjNy00Nzg5LTlmMzYtYmVhMzc1MGJjNDQwXkEyXkFqcGdeQXVyMjI3MDczNzY@._V1_QL75_UY281_CR8,0,190,281_.jpg",116.3
Mars,7.2,1968,R,Documentary,Pavel Klushantsev,Daniel RadcliffeEmma WatsonRupert Grint,66.0,"https://m.media-amazon.com/images/M/MV5BNGU5OTNmYWItNDkzOS00MDZiLWI4YWYtZDc2NjE0YzZkMmE3XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_QL75_UY281_CR11,0,190,281_.jpg",116.3
Into the Game,7.0,2011,R,Comedy,Julianne Celeste,Sharon AielloMartha AngerAmy Arena,66.0,"https://m.media-amazon.com/images/M/MV5BMTc0MTYyNTI4MF5BMl5BanBnXkFtZTcwMzM3MTYwNw@@._V1_QL75_UX190_CR0,2,190,281_.jpg",116.3
A Dream of Color in Black and White,6.4,2005,R,Crime,Blake Fitzpatrick,Jeffrey FellinJosh TuckerRachel Ommerman,66.0,"https://m.media-amazon.com/images/M/MV5BMjg3NTE3Njg2OF5BMl5BanBnXkFtZTcwNTA0ODEwNQ@@._V1_QL75_UY281_CR3,0,190,281_.jpg",116.3
Clon,6.4,2005,R,Drama,Alejandro Hartmann,Marcelo ZanelliRosa Martínez RiveroMarilyn Sánchez,66.0,"https://m.media-amazon.com/images/M/MV5BZjQzMzcxMTAtM2JlMi00YjFhLThkNTMtMzRlZDRjM2M2ZWViXkEyXkFqcGdeQXVyMTExODM4NDM@._V1_QL75_UY281_CR119,0,190,281_.jpg",116.3
Unmatta,7.3,2019,R,Action,Mahesh Rajmane,Vikas BangarAarushi VedikhaPurneima Dey,66.0,"https://m.media-amazon.com/images/M/MV5BNmEzMjMzZWItN2Y3Yi00YWE1LTlmMjMtZDllMDJiNTIyOGFlXkEyXkFqcGdeQXVyNjkwOTg4MTA@._V1_QL75_UY281_CR6,0,190,281_.jpg",116.3
Alice and the Last Lottery,5.5,2017,R,Drama,Jacek Fuchs,Rahel KapsaskiRoss HeathShireen Ashton,66.0,"https://m.media-amazon.com/images/M/MV5BOTg4M2ZlOGUtZDhhYi00ZjhlLThkZWYtZDJiNmQ4ZmYxMzQxXkEyXkFqcGdeQXVyNDczNDM3Mjk@._V1_QL75_UX190_CR0,2,190,281_.jpg",116.3
Vrem,8.1,2015,R,Comedy,James Noel,Paul AmorenoCheyenne BerryPaul Berry,66.0,"https://m.media-amazon.com/images/M/MV5BNTk3MDg3NjI3Nl5BMl5BanBnXkFtZTgwODIzMTg4NjE@._V1_QL75_UX190_CR0,6,190,281_.jpg",116.3
Un Martien à Paris,5.4,1961,R,Comedy,Jean-Daniel Daninos,Darry CowlNicole MirelHenri Vilbert,66.0,"https://m.media-amazon.com/images/M/MV5BOTVkZGMzOTUtYTk3YS00MzdmLWJhYjEtZDhiYTExZDQ2ODQ1L2ltYWdlXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_QL75_UY281_CR8,0,190,281_.jpg",116.3
Captain Callum Explores the Universe,8.8,2021,R,Action,Callum Davies,Callum DaviesKallum GordonJay Davies,66.0,"https://m.media-amazon.com/images/M/MV5BMmY0N2NiNWUtOGM3MS00Y2Q1LWFlZWEtMDA4OTE1NzA0YTk4XkEyXkFqcGdeQXVyNjA2Mzg3NjU@._V1_QL75_UY281_CR0,0,190,281_.jpg",116.3
Una movida chueca,7.0,1956,R,Comedy,Rogelio A. González,Fidel Ángel EspinoCarlos OrellanaManuel Tamés hijo,66.0,"https://m.media-amazon.com/images/M/MV5BOWIyNGM3Y2UtNmFkOC00OTFjLWE1Y2QtMjE1NjI0NDczNDZlXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_QL75_UY281_CR9,0,190,281_.jpg",116.3
Novogodnyaya istoriya,5.6,1997,R,Comedy,Aleksandr Baranov,Leonid KuravlyovAnna YanovskayaAnton Kolesnikov,66.0,"https://m.media-amazon.com/images/M/MV5BOTAwZGIxYjctY2MxMS00MzRmLThiZmItNGY3NTdlNjY4MTYyXkEyXkFqcGdeQXVyMTgxMzEzODI@._V1_QL75_UY281_CR3,0,190,281_.jpg",116.3
Oigyeseo on Ulemae 3: Jeongyeok seulijagjeon,6.5,1987,R,Sci-Fi,Cheong-gi Kim,Hyung-rae ShimEun-kyeong JeonKim Su-Mi,66.0,"https://m.media-amazon.com/images/M/MV5BMjM1ZjYyNzUtYThlYy00MDllLTlhM2YtOTliYzBjODI3OTE4XkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UY281_CR1,0,190,281_.jpg",116.3
1994,7.0,2021,R,Fantasy,Connor Hearn,Graysen GutweinLilly Elizabeth HamiltonConnor Hearn,66.0,"https://m.media-amazon.com/images/M/MV5BYmJlYmNiZGMtYWM4Yy00NTY1LWIxYmMtMDEzYzNkYjUyNmQzXkEyXkFqcGdeQXVyMTU0MTMxMDUw._V1_QL75_UY281_CR17,0,190,281_.jpg",116.3
Terrestrials,6.8,2010,R,Documentary,Rene Daalder,Jon GiustiRyan HuberPatrick Mapel,66.0,"https://m.media-amazon.com/images/M/MV5BNTIxNDQ1MDQ0Ml5BMl5BanBnXkFtZTcwMjgyOTAwNw@@._V1_QL75_UY281_CR3,0,190,281_.jpg",116.3
A Break in the Clouds,6.7,2010,R,Action,Ben Jacobson,Richard DavenportBen JacobsonJohn Monroe,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3
Starvation,7.6,2015,R,Drama,Brian K. Millard,Karol ScottBrittany ColemanBrian K. Millard,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3
Rumbo a la oscuridad,7.9,1992,R,Horror,Ricardo Islas,Daniel RadcliffeEmma WatsonRupert Grint,66.0,"https://m.media-amazon.com/images/M/MV5BMzgwMjEyZjEtNDAwOC00N2JlLWE4ZmMtMDEyM2UzYjY1ZWEzXkEyXkFqcGdeQXVyMjM5NDM1MTE@._V1_QL75_UX190_CR0,2,190,281_.jpg",116.3
Cassette,6.6,2010,R,Sci-Fi,Andres Palma-Buratta,Daniel RadcliffeEmma WatsonRupert Grint,66.0,"https://m.media-amazon.com/images/M/MV5BMDcyNGRhOWItYzc4NC00NDUyLWI4MDktZTJmYjlhZTY3NDVkXkEyXkFqcGdeQXVyMjMxOTY0OTA@._V1_QL75_UY281_CR4,0,190,281_.jpg",116.3
Hormoonit valloillaan,5.2,1948,R,Comedy,Orvo Saarikivi,Armas J. PullaOrvo Saarikivi,66.0,"https://m.media-amazon.com/images/M/MV5BMDRlNTgwOTctY2Y0Yy00NDcxLTkzOWUtZmI0ZTQyMGUxZWNiXkEyXkFqcGdeQXVyMTIxMzMzMzE@._V1_QL75_UY281_CR6,0,190,281_.jpg",116.3
The Other Side of the Lake the Purple Girl: Episode IV-the New Visitor,5.0,2015,R,Documentary,Erik De La Torre Stahl,Alejandra AguileraAstryMaricela Betancourt,66.0,"https://m.media-amazon.com/images/M/MV5BMTYxMzg5MTgwMV5BMl5BanBnXkFtZTgwNzAzNzIxNzE@._V1_QL75_UY281_CR53,0,190,281_.jpg",116.3
Elixir,8.4,2007,R,Comedy,David Miller,David MillerTodd VittumDavid Sayh,66.0,"https://m.media-amazon.com/images/M/MV5BMmM5NWZkOTYtNDdhYi00ZTZkLWJmODgtMzBkMzZlMjY1NWJhXkEyXkFqcGdeQXVyMjY0MTU1MTI@._V1_QL75_UX190_CR0,22,190,281_.jpg",116.3
Billy's Got a Bad Brain,7.0,2017,Not Rated,Comedy,Tony Gaud,Aniria TurneyTony GaudMarvin LaViolette,66.0,"https://m.media-amazon.com/images/M/MV5BNTdhNmIyZmQtN2E1MC00NjdmLWJmMmUtNjRhODA5MzQyZjI0XkEyXkFqcGdeQXVyNjAyMDEzNzE@._V1_QL75_UY281_CR11,0,190,281_.jpg",76.0
